obj_id,class_id
0,0
1,0
2,0
3,0
5,0
6,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
17,0
19,0
20,0
22,0
24,0
26,0
27,0
28,0
29,0
30,0
32,0
33,0
34,0
35,0
36,0
37,0
39,0
40,0
41,0
42,0
43,1
44,1
46,1
49,1
50,1
51,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
62,1
63,1
64,1
65,1
67,1
68,1
71,1
73,1
74,1
75,1
76,1
77,1
80,1
81,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
92,1
93,1
94,1
95,1
96,1
97,1
99,1
100,1
101,1
102,1
103,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
115,1
116,1
118,1
119,1
120,1
121,1
122,1
123,1
125,1
126,1
127,1
128,1
129,1
130,1
132,1
133,1
134,1
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,1
145,1
146,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
173,1
174,1
177,1
178,1
179,1
180,1
181,1
183,1
184,1
185,1
187,1
188,1
189,1
190,1
191,1
192,1
193,1
194,1
195,1
196,1
197,1
198,1
199,1
200,1
201,1
202,1
203,1
204,1
205,1
206,1
207,1
208,1
209,1
210,1
211,1
212,1
213,1
216,1
217,1
218,1
219,1
220,1
222,1
224,1
225,1
227,1
228,1
229,1
230,1
234,1
235,1
236,1
238,1
239,1
240,1
241,1
242,1
245,1
246,1
247,1
248,1
249,1
251,1
252,1
254,1
255,1
256,1
257,1
258,1
259,1
261,1
263,1
265,1
266,1
267,1
269,1
270,1
272,1
273,1
275,1
276,1
277,1
278,1
279,1
280,1
281,1
283,1
284,1
285,1
287,1
289,1
290,1
291,1
292,1
293,1
294,1
295,1
296,1
297,1
298,1
299,1
300,1
302,1
303,1
304,1
305,1
306,1
307,1
308,1
309,1
310,1
311,1
313,1
314,1
316,1
318,1
319,1
321,1
322,1
323,1
324,1
325,1
326,1
327,1
328,1
330,1
331,1
332,1
335,1
339,1
341,1
342,1
343,1
344,1
345,1
347,1
348,1
349,1
350,1
351,1
352,1
353,1
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,1
362,2
363,2
365,2
366,2
368,2
369,2
370,2
371,2
372,2
373,2
374,2
376,2
377,3
378,3
380,3
381,3
382,4
383,4
384,4
387,4
388,4
389,4
390,4
392,4
393,4
394,4
395,4
396,4
398,4
399,4
400,4
401,4
402,4
404,4
405,4
406,4
407,4
409,4
410,4
411,4
412,4
413,4
414,4
415,4
417,4
418,4
419,4
420,5
422,5
423,5
424,5
425,5
426,5
427,5
428,5
429,5
430,5
431,5
432,5
433,5
434,5
439,5
441,5
442,5
443,5
444,5
445,5
446,5
447,5
