obj_id,class_id
1,0
3,0
4,0
5,0
7,0
8,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
25,0
26,0
27,0
29,0
30,0
31,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,1
44,1
45,1
47,1
48,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
65,1
66,1
68,1
69,1
70,1
71,1
72,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
82,1
83,1
85,1
88,1
90,1
91,1
92,1
93,1
94,1
95,1
97,1
98,1
100,1
101,1
103,1
104,1
105,1
106,1
107,1
108,1
110,1
111,1
113,1
114,1
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
135,1
136,1
137,1
140,1
141,1
142,1
143,1
146,1
147,1
148,1
149,1
151,1
153,1
154,1
155,1
157,1
158,1
159,1
160,1
161,1
163,1
164,1
165,1
167,1
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,1
178,1
179,1
181,1
182,1
183,1
184,1
185,1
186,1
187,1
188,1
189,1
190,1
191,1
192,1
194,1
195,1
196,1
198,1
199,1
200,1
201,1
202,1
205,1
206,1
211,1
212,1
213,1
214,1
215,1
216,1
219,1
221,1
222,1
223,1
225,1
226,1
228,1
230,1
231,1
232,1
233,1
234,1
236,1
237,1
238,1
239,1
240,1
241,1
243,1
244,1
245,1
247,1
249,1
250,1
252,1
253,1
254,1
256,1
258,1
260,1
261,1
262,1
263,1
264,1
265,1
266,1
268,1
269,1
270,1
271,1
272,1
273,1
274,1
275,1
276,1
277,1
278,1
279,1
280,1
281,1
282,1
283,1
284,1
285,1
286,1
287,1
288,1
289,1
290,1
292,1
293,1
294,1
295,1
296,1
298,1
299,1
300,1
301,1
303,1
304,1
305,1
306,1
307,1
308,1
309,1
311,1
312,1
313,1
314,1
315,1
317,1
318,1
319,1
320,1
321,1
323,1
325,1
326,1
327,1
328,1
329,1
330,1
331,1
333,1
334,1
335,1
336,1
337,1
338,1
339,1
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,1
348,1
349,1
350,1
351,1
352,1
353,1
354,1
355,1
356,1
357,1
360,1
361,1
363,2
364,2
365,2
366,2
367,2
368,2
369,2
370,2
372,2
373,2
375,2
376,2
377,3
378,3
379,3
381,3
383,4
384,4
385,4
386,4
389,4
391,4
392,4
393,4
394,4
395,4
396,4
397,4
398,4
399,4
400,4
401,4
402,4
403,4
404,4
405,4
406,4
408,4
409,4
411,4
413,4
415,4
416,4
417,4
418,4
419,4
420,5
421,5
423,5
424,5
428,5
429,5
430,5
431,5
432,5
433,5
434,5
435,5
436,5
437,5
438,5
439,5
440,5
441,5
442,5
443,5
444,5
445,5
447,5
