obj_id,class_id
79,0
80,0
81,0
82,0
83,0
84,0
85,0
87,0
89,0
90,0
118,0
151,0
152,0
153,0
217,0
218,0
220,0
221,0
222,0
280,0
334,0
335,0
359,0
360,0
424,0
452,0
453,0
522,0
523,0
524,0
526,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
566,0
567,0
568,0
569,0
570,0
623,0
625,0
626,0
627,0
629,0
631,0
632,0
633,0
634,0
635,0
636,0
659,0
660,0
49,1
50,1
120,1
175,1
190,1
191,1
193,1
194,1
223,1
224,1
225,1
226,1
228,1
229,1
259,1
260,1
281,1
311,1
312,1
336,1
337,1
338,1
339,1
361,1
363,1
364,1
365,1
366,1
367,1
368,1
370,1
425,1
426,1
428,1
458,1
460,1
571,1
573,1
574,1
640,1
641,1
642,1
643,1
644,1
645,1
647,1
648,1
649,1
650,1
0,2
1,2
2,2
3,2
6,2
7,2
8,2
10,2
11,2
12,2
13,2
14,2
15,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
92,2
93,2
94,2
95,2
96,2
97,2
98,2
101,2
102,2
103,2
104,2
122,2
123,2
124,2
125,2
126,2
134,2
135,2
136,2
137,2
138,2
139,2
140,2
141,2
157,2
164,2
165,2
166,2
168,2
176,2
198,2
199,2
200,2
201,2
203,2
204,2
206,2
238,2
240,2
241,2
268,2
269,2
272,2
273,2
284,2
286,2
288,2
289,2
291,2
292,2
293,2
315,2
316,2
317,2
318,2
320,2
321,2
344,2
346,2
374,2
375,2
379,2
380,2
381,2
383,2
384,2
385,2
386,2
387,2
388,2
389,2
390,2
429,2
430,2
431,2
432,2
433,2
434,2
435,2
436,2
439,2
440,2
441,2
442,2
486,2
487,2
488,2
490,2
491,2
492,2
493,2
494,2
495,2
496,2
497,2
532,2
533,2
593,2
594,2
595,2
654,2
197,3
230,3
232,3
233,3
261,3
262,3
263,3
264,3
265,3
266,3
267,3
313,3
340,3
371,3
372,3
373,3
407,3
461,3
462,3
479,3
480,3
527,3
528,3
529,3
576,3
577,3
578,3
579,3
580,3
581,3
582,3
584,3
586,3
587,3
651,3
24,4
26,4
27,4
29,4
30,4
31,4
33,4
34,4
35,4
38,4
39,4
41,4
42,4
43,4
44,4
45,4
48,4
52,4
53,4
54,4
55,4
56,4
57,4
59,4
60,4
61,4
62,4
63,4
64,4
65,4
66,4
105,4
127,4
142,4
143,4
144,4
145,4
146,4
148,4
149,4
150,4
169,4
172,4
177,4
207,4
208,4
210,4
211,4
242,4
243,4
322,4
323,4
324,4
325,4
347,4
348,4
349,4
350,4
393,4
394,4
395,4
398,4
400,4
401,4
402,4
403,4
404,4
405,4
406,4
498,4
499,4
500,4
501,4
503,4
504,4
505,4
506,4
507,4
508,4
509,4
510,4
511,4
513,4
534,4
535,4
536,4
537,4
538,4
539,4
540,4
541,4
542,4
543,4
544,4
596,4
597,4
598,4
599,4
600,4
601,4
602,4
605,4
606,4
607,4
656,4
657,4
70,5
71,5
72,5
73,5
74,5
106,5
107,5
108,5
109,5
110,5
111,5
112,5
113,5
114,5
116,5
158,5
173,5
174,5
179,5
183,5
185,5
186,5
187,5
189,5
213,5
234,5
235,5
236,5
237,5
244,5
245,5
246,5
247,5
248,5
249,5
250,5
251,5
274,5
275,5
277,5
278,5
295,5
296,5
297,5
298,5
328,5
351,5
352,5
355,5
356,5
410,5
450,5
451,5
454,5
455,5
464,5
465,5
466,5
467,5
468,5
469,5
472,5
473,5
474,5
475,5
476,5
477,5
478,5
545,5
546,5
548,5
549,5
550,5
552,5
553,5
609,5
610,5
611,5
612,5
613,5
658,5
76,6
117,6
128,6
129,6
131,6
132,6
159,6
253,6
254,6
255,6
256,6
257,6
300,6
301,6
304,6
305,6
306,6
307,6
308,6
309,6
310,6
329,6
330,6
331,6
332,6
358,6
411,6
412,6
413,6
415,6
416,6
417,6
418,6
419,6
420,6
421,6
422,6
423,6
443,6
445,6
446,6
447,6
449,6
515,6
516,6
517,6
518,6
519,6
520,6
554,6
555,6
614,6
615,6
616,6
617,6
618,6
619,6
621,6
121,7
154,7
155,7
160,7
161,7
162,7
163,7
212,7
282,7
283,7
343,7
409,7
482,7
483,7
484,7
485,7
588,7
590,7
592,7
652,7
653,7
