obj_id,class_id
79,0
80,0
81,0
82,0
84,0
85,0
86,0
88,0
89,0
90,0
153,0
215,0
216,0
218,0
219,0
220,0
221,0
280,0
334,0
335,0
359,0
360,0
452,0
453,0
522,0
524,0
525,0
526,0
556,0
557,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
570,0
622,0
623,0
624,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
635,0
636,0
637,0
638,0
639,0
659,0
660,0
50,1
119,1
120,1
190,1
192,1
193,1
223,1
224,1
225,1
226,1
227,1
228,1
229,1
260,1
281,1
312,1
336,1
338,1
339,1
361,1
362,1
363,1
364,1
367,1
369,1
370,1
425,1
426,1
427,1
428,1
456,1
457,1
458,1
459,1
460,1
572,1
573,1
574,1
575,1
640,1
641,1
642,1
643,1
644,1
645,1
646,1
648,1
649,1
1,2
2,2
4,2
5,2
6,2
7,2
9,2
10,2
11,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
91,2
92,2
94,2
95,2
96,2
97,2
99,2
100,2
101,2
102,2
122,2
124,2
125,2
126,2
133,2
134,2
135,2
136,2
139,2
140,2
141,2
156,2
157,2
164,2
165,2
166,2
167,2
176,2
198,2
199,2
201,2
202,2
205,2
206,2
238,2
239,2
240,2
268,2
269,2
270,2
271,2
272,2
273,2
284,2
285,2
287,2
288,2
290,2
291,2
314,2
315,2
317,2
319,2
320,2
321,2
344,2
345,2
346,2
374,2
376,2
377,2
378,2
379,2
380,2
381,2
382,2
384,2
386,2
388,2
389,2
390,2
391,2
430,2
431,2
432,2
433,2
434,2
435,2
436,2
437,2
438,2
439,2
440,2
442,2
486,2
487,2
488,2
489,2
490,2
492,2
493,2
494,2
495,2
496,2
532,2
533,2
593,2
594,2
595,2
654,2
655,2
195,3
196,3
197,3
230,3
231,3
232,3
233,3
261,3
263,3
264,3
265,3
267,3
340,3
341,3
342,3
371,3
372,3
373,3
408,3
461,3
462,3
479,3
481,3
527,3
529,3
576,3
577,3
578,3
580,3
582,3
583,3
584,3
585,3
586,3
587,3
25,4
27,4
28,4
29,4
30,4
31,4
32,4
33,4
36,4
37,4
39,4
40,4
41,4
42,4
43,4
44,4
45,4
46,4
47,4
48,4
52,4
53,4
54,4
55,4
56,4
57,4
58,4
60,4
61,4
62,4
63,4
65,4
66,4
67,4
68,4
105,4
127,4
142,4
145,4
146,4
147,4
148,4
149,4
150,4
170,4
171,4
172,4
178,4
208,4
209,4
242,4
243,4
322,4
323,4
324,4
325,4
326,4
347,4
348,4
350,4
392,4
395,4
396,4
397,4
398,4
399,4
400,4
401,4
402,4
403,4
404,4
405,4
406,4
498,4
500,4
501,4
502,4
503,4
504,4
505,4
507,4
508,4
509,4
510,4
511,4
512,4
514,4
534,4
535,4
536,4
537,4
539,4
540,4
541,4
542,4
543,4
544,4
596,4
597,4
598,4
599,4
603,4
604,4
605,4
607,4
608,4
657,4
69,5
70,5
72,5
74,5
75,5
107,5
108,5
109,5
110,5
111,5
112,5
113,5
115,5
116,5
179,5
180,5
181,5
182,5
183,5
184,5
187,5
188,5
214,5
234,5
235,5
236,5
237,5
244,5
245,5
246,5
247,5
248,5
249,5
275,5
276,5
277,5
278,5
294,5
295,5
296,5
297,5
298,5
327,5
328,5
351,5
352,5
353,5
354,5
355,5
357,5
410,5
450,5
451,5
454,5
455,5
463,5
464,5
465,5
466,5
467,5
468,5
469,5
470,5
471,5
473,5
475,5
476,5
477,5
478,5
546,5
547,5
548,5
549,5
550,5
551,5
552,5
553,5
609,5
610,5
612,5
613,5
76,6
77,6
78,6
117,6
128,6
130,6
132,6
159,6
252,6
253,6
254,6
255,6
257,6
258,6
279,6
299,6
300,6
301,6
302,6
303,6
304,6
305,6
306,6
307,6
329,6
331,6
332,6
333,6
358,6
411,6
413,6
414,6
415,6
417,6
418,6
419,6
420,6
422,6
423,6
443,6
444,6
445,6
446,6
448,6
449,6
515,6
517,6
518,6
519,6
520,6
521,6
554,6
555,6
614,6
615,6
617,6
618,6
620,6
51,7
154,7
160,7
161,7
163,7
282,7
283,7
343,7
409,7
483,7
484,7
485,7
530,7
531,7
588,7
589,7
590,7
591,7
592,7
652,7
653,7
